	R10	R11	R12	R1	R2	R3
Gm37335	0	0	0	0	0	0
Gm37333	0	1	0	0	1	0
Gm37334	0	0	0	1	0	0
1700045I11Rik	0	0	0	0	0	0
Gm37332	0	0	0	0	0	0
Gm43314	0	0	0	0	0	0
Rbakdn	0	0	0	0	0	0
Gm6077	0	0	0	0	0	0
Gm43731	0	0	0	0	0	0
Gm43739	0	0	0	0	0	0
Igkv5-40-1	0	0	0	0	0	0
Gm18660	0	0	0	0	0	0
Gm42686	0	0	0	0	0	0
Gm23786	0	0	0	0	0	0
1700016B01Rik	0	0	0	0	0	0
Gm43035	0	0	0	0	0	0
Gm3527	0	0	0	0	0	0
Gm43114	0	0	0	0	0	0
Ighv8-15	0	0	0	0	0	0
Gm6602	0	0	0	0	0	0
E030032P16Rik	0	0	0	0	0	0
Gm43858	8	13	3	14	11	3
Gm43022	0	0	0	0	0	0
Gm43857	0	5	6	5	3	4
Gm43142	0	0	0	0	0	0
Gm43589	0	0	0	0	0	0
Igkv13-57-2	0	0	0	0	0	0
9330178D15Rik	0	0	0	0	0	0
Gm4610	219	185	246	254	201	226
Gm5983	0	0	0	0	0	0
Gm43192	0	0	0	1	0	0
Gm36520	0	0	0	0	0	0
Gm43118	0	0	0	0	0	0
Gm8115	0	0	0	0	0	0
Gm42767	0	0	0	0	0	0
Gm43041	0	0	1	0	0	0
Gm17977	0	0	0	0	0	0
Mir7227	0	0	0	0	0	0
Gm43209	0	0	0	0	0	0
Gm43255	0	0	0	2	0	0
Gm43054	0	0	0	1	0	2
Gm43010	0	1	0	0	0	0
Fbxw23	0	0	0	0	0	0
Gm42886	0	0	0	0	0	0
Gm42836	0	0	0	0	1	0
Igkv9-119	0	0	0	0	0	0
F830115B05Rik	0	0	0	0	1	0
Gm6641	0	0	0	0	0	0
Gm8929	0	0	0	0	0	0
5830437K03Rik	0	0	0	0	0	0
Gm42620	1	0	1	0	0	0
Gm42497	0	0	0	0	0	0
Mir380	0	0	0	0	0	0
Gm42701	0	1	0	0	0	0
Rpl18a-ps3	0	0	0	0	0	0
4921511C10Rik	0	0	0	0	0	1
4921539H07Rik	0	0	0	0	0	0
Gm43161	0	0	0	0	0	0
Gm43666	0	0	0	1	0	1
Gm5034	0	0	0	0	0	0
Gm43145	0	0	0	0	0	0
Gm42721	0	0	0	0	0	0
Ighv1-65	0	0	0	0	0	0
Gm42593	0	0	0	0	0	0
Gm19080	0	0	0	0	0	0
B230334C09Rik	0	2	0	0	0	1
Gm30214	0	0	0	0	0	0
Dmrt1i	0	0	1	0	0	0
Gm29745	0	0	0	0	0	0
Gm42779	0	0	0	0	0	0
Gm42915	0	0	0	0	0	0
Gm42922	1	1	0	2	0	0
Gm43409	0	0	0	0	0	0
Gm31651	0	0	0	0	0	0
Igkv13-76	0	0	0	0	0	0
Gm567	0	1	0	1	0	0
Gm42449	0	0	0	0	0	0
Gm8704	0	0	0	0	0	0
Fbxw27	0	0	0	0	0	0
Gm43804	0	0	0	0	0	0
Gm6069	0	0	0	0	0	0
Gm43356	0	0	0	0	0	0
Gm42678	0	0	0	0	0	0
Trav7-1	0	0	0	0	0	0
Gm43185	0	1	0	0	0	0
Gm42541	0	0	0	0	0	0
Gm6394	4	1	2	4	2	3
Gm43478	0	0	0	0	0	0
Gm42448	0	0	0	0	0	0
Gm42675	0	0	0	0	0	0
Mir3535	0	0	0	0	0	0
Trav13n-1	0	0	0	0	0	0
Trgj3	0	0	0	0	0	0
Gm43774	0	0	0	0	0	0
Gm42909	0	0	0	0	0	0
Gm42421	0	0	0	0	0	0
Gm42461	0	0	0	0	0	0
Gm43239	0	0	0	0	0	0
Gm42424	0	0	0	0	0	0
4930568A13Rik	0	0	0	0	0	0
Gm42939	0	1	0	0	0	1
Gm42623	0	0	0	0	0	0
Gm43290	0	2	0	0	0	0
Gm9207	3	5	5	6	3	3
Gm8862	0	0	0	0	0	0
Gm2314	0	0	0	0	0	0
Gm30484	0	0	0	0	0	0
Gm9173	1	0	0	1	0	0
Gm43485	0	0	0	0	0	0
Gm42570	0	0	0	0	0	0
Gm43712	3	3	2	4	9	4
Trav22	0	0	0	0	0	0
Gm21168	0	0	0	0	0	0
Gm43109	0	0	0	0	0	0
Gm43814	0	0	0	0	0	0
Gm43317	0	0	0	0	0	0
Gm30275	1	0	0	0	0	0
Gm43619	0	0	0	0	0	0
Gm43601	0	0	0	0	0	0
Gm42768	0	0	0	0	0	0
Gm43267	0	0	0	1	0	0
Gm3203	0	0	0	0	0	0
Idi1-ps2	0	0	0	0	1	1
Gm43366	0	0	0	0	0	0
Gm4961	0	2	1	1	0	0
Vmn2r-ps24	0	0	0	0	0	0
Gm38411	2	1	0	1	0	0
Gm9369	0	0	1	1	0	0
Gm43062	2	3	5	1	4	1
Gm43665	0	0	0	0	0	0
Gm43550	0	0	0	0	0	0
Gm42756	0	0	0	0	0	0
Gm43689	0	1	0	0	0	1
Gm42777	0	1	0	0	0	1
Gm43376	1	1	1	0	0	2
Gm4321	0	0	0	0	0	0
Igkv4-60	0	0	0	0	0	0
Gm9415	0	0	0	0	0	0
Gm43001	0	0	0	0	0	0
Gm42636	1	13	8	10	8	10
5430427N15Rik	0	0	0	0	0	0
Gm19202	0	0	0	0	0	0
Gm42815	0	0	0	1	0	0
Gm42899	0	1	0	0	0	0
Gm18702	0	0	0	0	0	0
Gm43021	0	0	0	0	0	0
Gm42773	0	0	0	0	0	0
Gm42941	0	2	0	2	1	0
Gm43797	1	0	1	1	1	3
Gm30023	0	0	0	0	0	0
Gm42946	0	0	0	0	0	0
Igkv12-67	0	0	0	0	0	0
Gm42602	0	0	0	0	0	0
Rps4x-ps	17	14	15	21	19	11
Gm26379	0	0	0	0	0	0
Gm42555	2	0	0	2	0	1
4921521D15Rik	0	0	0	0	0	0
Gm43133	0	0	0	0	0	0
4930405N21Rik	0	0	0	0	0	0
Gm43421	1	0	0	0	0	2
Gm43649	0	0	0	0	0	0
Gm42503	1	0	4	0	1	3
Gm42484	0	0	0	0	0	0
Gm31243	0	0	0	0	0	0
Gm43854	0	0	0	0	0	0
Igkv4-75	0	0	0	0	0	0
Gbp6	10	6	6	12	3	8
Trav5d-2	0	0	0	0	0	0
Gm43515	0	0	0	0	0	0
Gm30652	0	0	0	0	0	0
Gm33969	0	0	0	0	0	0
Gm31752	0	0	0	0	0	0
4933437G19Rik	2	3	1	1	6	3
Gm43138	1	1	1	3	1	0
Gm42696	0	0	0	0	0	0
Gm43007	0	0	0	0	0	0
Gm43106	0	0	0	0	0	0
Gm43162	0	1	0	0	0	0
Gm2860	0	0	0	0	0	0
Gm18384	0	0	0	0	0	0
Gm42500	0	0	0	0	0	0
Gm42462	1	3	0	8	0	0
Gm42511	0	0	0	0	0	0
Gm43249	0	0	0	0	0	0
Gm43346	0	0	0	0	0	0
Gm29784	0	0	0	0	0	0
C130075A20Rik	0	3	1	0	2	0
Gm33609	0	0	0	0	0	0
Gm42937	3	1	2	4	1	2
Trav3-2	0	0	0	0	0	0
Gm3283	0	0	0	0	0	0
Mir6516	0	0	0	0	0	0
Mir3087	0	0	0	0	0	0
Igkv9-128	0	0	0	0	0	0
Gm18980	0	0	0	0	0	0
Gm43073	0	1	0	0	0	0
Mir292b	0	0	0	0	0	0
Gm43592	1	0	0	0	0	0
Gm42926	0	0	0	0	0	0
Gm43179	0	0	0	0	0	0
Gm5565	0	1	0	0	0	1
Gm35172	0	0	0	0	0	0
Gm43116	0	0	0	0	0	0
Mir677	0	0	0	1	0	0
Gm42464	0	0	0	0	0	0
Gm44391	0	0	0	0	0	0
Mir691	0	0	0	0	0	0
Ranbp2-ps12	0	0	0	0	0	0
Igkv3-8	0	0	0	0	0	0
Gm43511	1	2	0	4	0	2
9830132P13Rik	0	0	0	0	0	1
Gm43066	0	0	0	0	0	0
Gm43058	0	0	0	0	0	0
4930573H18Rik	0	0	0	0	0	0
Gm38412	0	0	0	0	0	0
Igkv8-34	0	0	0	0	0	0
Gm2939	0	0	0	0	0	0
Gm43347	0	0	0	0	0	0
Mir7657	0	0	0	0	0	0
Gm8920	0	0	0	0	0	0
Gm8182	0	0	0	0	0	0
Gm43691	0	0	0	0	0	0
Gm4865	0	0	0	0	0	0
Gm43476	0	0	0	0	0	0
Gm43559	0	0	0	0	0	0
Gm19843	0	0	0	0	0	0
Gm43303	0	0	0	3	0	0
Gm43326	0	0	0	0	0	0
Gm42984	1	7	6	14	5	9
Gm31121	0	0	0	0	0	0
Gm43573	0	1	1	2	1	0
Gm19148	0	0	0	0	0	0
Gm36448	0	0	0	0	0	0
Gm43640	0	0	0	0	0	0
Gm43276	0	0	0	0	0	0
4930511M18Rik	0	0	0	0	0	0
Gm43308	0	0	0	0	0	0
Gm43756	0	0	0	0	0	0
Mir28c	0	0	0	0	0	0
Gm42783	1	1	1	4	1	2
Mir1897	0	0	0	0	0	0
Gm20121	0	0	0	0	0	0
Gm9361	0	0	0	0	0	0
Gm36017	0	0	0	0	0	0
Gm43834	0	0	0	0	0	0
Gm5869	46	36	37	38	34	42
Gm43108	0	0	0	0	0	0
Mir7233	0	0	0	0	0	0
Gm43624	0	0	0	0	0	0
Gm42566	0	0	1	0	0	0
Gm42865	0	0	0	0	0	0
Gm42619	0	0	0	1	0	0
Gm5684	0	0	0	0	0	0
Gm33093	0	0	0	0	0	0
Gm42979	12	12	10	28	3	5
Trav5-2	0	0	0	0	0	0
Gm43473	0	0	0	0	0	0
Gm43661	0	1	1	2	0	3
4930515G16Rik	0	0	0	0	0	0
Gm42481	0	0	0	0	0	0
Gm42967	3	2	1	2	1	0
Gm43182	0	0	0	0	0	1
Gm21663	0	0	0	0	0	0
Gm40330	0	0	0	0	0	0
Gm42947	0	0	0	0	0	0
Gm42898	0	0	0	0	0	0
Gm43685	0	0	0	0	0	0
5830487J09Rik	0	0	0	1	0	0
B020017C02Rik	0	0	0	0	0	0
Igkv15-102	0	0	0	0	0	0
Gm42489	0	0	0	0	0	0
Gm8861	0	0	0	0	0	0
Gm5547	0	0	0	0	0	0
Gm42520	0	0	0	0	0	0
Gm43710	0	0	0	0	0	0
Gm42794	0	0	0	0	0	0
Mir7230	0	0	0	0	0	0
Gm17743	0	0	0	0	0	0
Gm42821	0	0	0	0	0	0
Gm5308	0	0	0	0	0	0
1700041I07Rik	0	0	0	0	0	0
Gm43020	0	1	0	0	0	0
Gm43177	0	0	0	0	0	0
Gm42924	0	0	0	0	0	0
Gm42901	3	5	7	3	6	7
E030026E10Rik	0	0	0	0	0	0
Gm43201	0	4	0	1	1	2
Olfr375-ps1	0	0	0	0	0	0
Mir7116	0	0	0	0	0	0
Gm43709	0	0	0	0	0	0
Mir136	0	0	0	0	0	0
A430072C10Rik	0	0	0	0	0	0
Gm42510	0	0	0	0	0	0
3110039M20Rik	0	0	0	0	0	0
Gm6520	0	1	0	2	2	0
Gm43655	0	0	3	1	2	2
Gm42708	0	0	0	0	0	0
Gm42948	0	0	0	0	0	0
Gm43728	0	0	0	0	0	0
Gm9954	0	0	0	0	0	0
Gm42544	0	0	1	0	0	1
4930448I18Rik	0	0	0	0	0	0
Gm42639	0	1	0	0	0	0
1700008B11Rik	0	0	0	1	0	0
Gm40332	0	1	0	0	0	0
Gm43387	0	0	0	0	0	0
Gm43397	0	0	0	0	0	0
Trdc	0	1	2	2	2	0
Gm42651	0	0	0	0	1	0
Gm43567	0	0	0	0	0	0
Gm43711	0	0	0	0	0	0
Gm43096	2	1	6	1	1	2
Igkv14-134-1	0	0	0	0	0	0
Mir5046	0	0	0	0	0	0
Gm43758	0	0	0	0	0	0
Gm43000	0	0	0	0	0	0
Gm43158	0	0	0	0	0	0
1500005C15Rik	1	0	1	0	0	2
Gm43043	0	0	0	0	0	0
2510017J16Rik	1	0	1	2	1	0
Gm6615	0	0	0	0	0	0
Gm2404	1	0	0	0	0	2
Gm43507	0	0	0	0	0	0
Gm8454	0	0	0	0	0	0
Gm43203	0	2	0	6	1	3
Gm30043	0	0	0	0	0	0
Gm43855	0	0	0	0	0	0
4930596I21Rik	1	0	0	1	0	0
Gm42692	0	0	0	0	0	0
Gm30517	0	0	0	0	0	0
Gm43707	0	0	1	0	0	0
9330198I05Rik	0	0	1	0	0	0
Gm43718	0	0	0	0	0	0
Gm43005	0	0	0	0	0	0
1700015C17Rik	0	0	0	0	0	0
Gm43617	0	0	0	0	0	0
Gm43331	2	1	1	0	0	0
Gm43023	0	0	0	0	0	0
Gm6560	107	109	138	152	137	137
Mir7061	0	0	1	0	0	0
Trav15n-2	0	0	0	0	0	0
Gm42830	0	0	0	1	0	0
Gm43289	0	1	3	0	0	0
Gm42944	0	0	0	0	0	0
Gm42617	0	0	0	0	0	0
Gm43215	0	0	0	0	0	1
Igkv13-74-1	0	0	0	0	0	0
Gm5865	0	0	1	1	5	4
Gm43002	0	0	0	1	0	0
Gm43061	0	1	1	0	2	0
Mir6947	0	0	1	0	0	0
Gm43388	0	0	0	0	0	0
Gm42565	0	0	0	0	0	0
Gm42766	0	0	0	0	0	0
Gm43243	0	0	0	0	0	0
Igkv1-136	0	0	0	0	0	0
Gm40323	0	0	0	0	0	0
Igkv11-118	0	0	0	0	0	0
Gm43414	0	0	0	0	0	0
2610011E03Rik	0	0	0	0	0	0
Gm43057	14	8	6	17	11	11
Gm42840	0	0	1	2	0	0
Gm33651	0	0	0	0	0	0
Gm42908	0	0	0	0	0	0
Gm8953	0	0	0	0	0	0
Gm3321	0	0	0	0	0	0
Gm42868	0	0	1	1	0	0
Gm43405	0	0	0	0	0	0
Gm35715	0	0	1	1	0	0
Gm19104	0	0	0	0	0	0
Gm43721	0	1	1	0	0	0
Hcfc1r1-ps2	0	0	0	0	0	0
4833413G10Rik	19	13	17	22	17	15
Gm43413	1	1	0	2	0	0
Gm38697	0	0	0	0	0	0
Gm42694	0	0	1	0	0	0
1700016F12Rik	0	0	0	0	0	0
4930429D17Rik	0	2	2	1	0	1
Gm43354	0	0	0	0	0	0
Mir7238	0	0	0	0	0	0
Gm18131	0	0	0	0	0	0
Snhg8	232	169	242	400	325	323
Gm43835	1	0	0	2	2	0
Trgj1	0	0	0	0	0	0
Gm42974	0	0	0	0	0	0
4930597L12Rik	0	0	0	0	0	0
Gm43437	4	2	5	13	5	2
Gm43273	0	0	0	1	0	0
Gm43436	0	0	0	0	0	0
Gm43803	0	0	0	0	0	0
Gm43445	1	2	1	3	0	3
Gm43137	1	1	1	0	2	0
9430087B13Rik	0	0	0	0	0	0
Gm19931	0	0	0	0	0	0
A530041M06Rik	2	1	0	1	1	0
Gm43686	0	0	0	1	0	0
Iglj2	0	0	0	0	0	0
Gm43060	0	0	0	0	0	0
Gm31274	0	0	0	0	0	1
Mir6994	0	0	0	0	0	1
4930573I07Rik	0	0	0	0	0	0
Gm43736	0	0	0	0	0	0
Gm32554	0	0	0	0	0	0
Gm42763	2	1	1	0	2	1
Gm5982	0	0	0	0	0	0
Gm42917	0	0	0	0	0	0
1600023N17Rik	1	1	3	2	2	4
2810432F15Rik	0	0	0	0	0	0
Gm43622	0	0	0	1	0	0
Gm43504	0	0	0	0	0	0
Gm44468	0	0	0	0	0	0
Gm43163	0	0	0	0	0	0
Gm43510	0	0	0	0	0	0
Gm42989	0	0	0	0	0	0
Gm42925	0	0	0	0	0	0
Mir6924	0	0	0	1	0	0
Gm43822	0	0	0	0	0	0
4930477O15Rik	0	0	0	0	0	0
Gm43616	0	0	0	0	0	0
Gm40055	0	0	0	0	0	0
Gm43075	0	0	0	2	0	0
Gm9729	0	0	0	0	0	0
Gm9484	1	0	0	4	0	0
Gm43170	0	0	0	0	0	0
Gm43652	0	0	0	0	0	0
Gm42774	0	0	0	0	0	0
Mir219b	0	0	0	0	0	0
Gm43210	0	0	0	0	0	0
Gm42813	0	0	0	0	0	0
Gm7721	0	2	2	0	0	0
Gm6059	1	0	2	1	1	1
Gm42569	0	0	0	0	0	0
Gm43107	0	1	0	0	0	1
Gm43546	0	0	0	0	0	0
Gm43547	0	0	0	1	0	0
Gm7205	0	0	0	0	0	0
Gm8234	1	1	1	0	0	0
1700012D16Rik	0	0	0	0	0	0
Gm43561	0	0	0	0	0	0
Gm18719	0	0	0	0	0	0
Gm43676	0	0	0	0	0	0
Gm18747	0	0	0	0	0	0
Gm38671	0	0	0	0	0	0
Gm3511	11	26	11	8	10	9
Gm43117	0	0	0	0	0	0
Gm43423	0	0	1	1	0	0
Gm43348	0	0	0	0	0	0
Gm9682	0	0	0	0	0	0
1110060G06Rik	0	0	0	0	0	0
Gm43044	0	0	0	0	0	0
Gm32585	1	0	3	3	0	1
Ube2l3-ps1	0	0	0	0	0	0
Gm42676	0	0	0	0	0	0
Gm42509	0	0	0	0	0	0
Igkv1-108	0	0	0	0	0	0
Gm10416	1	0	0	2	1	2
Rpl9-ps8	0	1	0	1	1	0
Gm42533	1	2	0	4	2	2
Gm42966	0	0	0	0	0	0
Gm42486	0	0	0	0	0	0
Gm42482	0	0	0	0	0	0
Gm4248	0	0	0	0	0	0
Gm21655	0	0	0	0	0	0
Gm43064	0	0	1	1	0	0
Gm43664	0	0	0	0	0	0
Gm43079	0	0	0	0	0	0
Gm42805	0	0	0	0	0	0
Gm40190	0	0	0	1	0	0
Gm43590	3	1	2	2	0	4
Gm42498	0	0	0	0	0	0
Gm43113	0	0	0	0	0	0
Gm43488	1	0	0	0	0	0
Gm42513	0	0	0	0	0	0
Iglj4	0	0	0	0	0	0
Gm18018	0	0	0	0	0	0
Gm30835	0	0	0	0	0	0
Trav3n-2	0	0	0	0	0	0
Gm43336	2	0	0	1	0	2
Gm9317	0	0	0	0	0	0
Gm43818	0	0	0	0	0	0
Mark1-ps2	0	0	0	0	0	0
A930003O13Rik	3	2	1	3	4	4
Gm4859	2	2	0	0	1	2
Vamp9	0	0	0	0	0	0
Gm43715	0	0	0	0	0	0
Trav7n-6	0	0	0	0	0	0
Gm43110	1	2	1	2	3	0
Aqp10-ps	0	0	2	7	1	0
Gm42699	0	0	0	0	0	0
Gm43365	0	2	0	0	0	0
Gm42567	0	0	0	0	0	0
Gm42534	0	0	0	0	0	0
Gm42552	0	0	0	0	0	0
Gm17978	0	0	0	0	0	0
Gm43717	0	0	0	0	0	0
Trav15-3	0	0	0	0	0	0
Gm43722	0	0	0	0	0	0
Gm42468	0	0	0	0	0	0
Gm17815	0	0	0	0	2	2
Obox4-ps10	0	0	0	0	0	0
8430422M14Rik	4	1	0	4	0	0
Gbp10	9	14	6	31	6	8
Gm42133	0	0	0	0	0	0
Gm42751	0	0	0	0	0	0
Gm43206	0	0	0	0	0	0
Gm35507	0	0	0	1	0	0
Gm43191	0	0	0	0	0	0
Gm43729	0	0	1	0	0	0
Gm31363	0	0	0	0	0	0
Gm43657	0	0	0	0	0	0
Gm43412	0	0	0	0	1	1
Gm42687	0	0	0	0	0	0
Igkv12-66	0	0	0	0	0	0
Gm43310	0	0	0	0	0	0
Gm42778	0	0	0	0	0	0
Gm2622	0	0	0	0	0	0
Amd-ps5	0	0	0	0	0	0
Gm42760	0	0	0	0	0	0
Gm43765	0	0	0	0	0	0
Gm26413	1	3	2	10	0	1
Gm43406	0	0	0	0	0	0
Ighv1-79	0	0	0	0	0	0
Gm5297	1	1	3	1	2	1
Gm43468	0	0	0	0	0	0
Gm43723	0	0	0	0	0	0
Gm42470	0	0	0	1	3	0
Gm42870	0	0	0	0	0	0
Gm19566	0	0	0	0	0	0
Gm43825	0	1	1	0	0	0
Gm43250	0	0	0	0	0	0
Gm42923	0	0	0	0	0	0
Gm43667	2	2	5	3	4	9
8030487O14Rik	0	0	0	0	0	0
Gm42869	1	0	2	0	1	0
Mir6964	0	0	0	1	0	0
Gm19391	5	4	4	10	7	4
Gm43127	14	19	21	31	10	11
Gm43828	0	0	0	0	0	0
Mir7214	0	0	0	0	0	0
Gm8069	0	0	1	0	0	0
Rpl21-ps11	0	0	0	0	0	0
Gm35409	0	0	0	0	0	0
Ckb-ps1	0	0	0	0	0	0
Gm42700	0	0	0	0	0	0
Gm42983	0	1	1	0	0	0
Gm43615	0	0	0	0	0	0
Gm43241	1	1	5	1	3	3
Gm42864	0	0	0	0	0	0
Gm3143	0	0	0	0	0	0
Gm20128	0	0	0	1	0	0
Gm42910	0	0	0	0	0	0
Gm9057	0	1	1	2	1	0
Gm31831	0	0	0	0	0	0
Gm42862	0	0	0	0	0	0
Gm42988	0	0	0	0	0	0
A530030E21Rik	0	0	0	0	0	0
Gm42595	14	12	22	26	12	17
Gm42494	0	0	0	0	0	0
Gm4873	0	0	0	0	0	0
Mir7686	0	0	0	0	0	0
Gm42629	0	0	0	0	0	0
Snord43	0	0	2	3	0	1
Gm30735	0	0	1	0	0	0
Gm19166	0	0	0	0	0	0
Gm5288	0	0	0	0	0	0
Gm42499	0	0	0	0	0	0
Gm5715	0	0	0	0	0	0
Gm43353	0	0	0	0	0	0
Gm43097	1	1	1	1	0	1
Gm43668	29	29	33	27	32	33
Gm43563	0	0	0	0	0	0
Mir376a	0	0	0	0	0	0
Gm42866	2	0	1	0	1	1
Gm4863	0	0	0	0	0	0
Gm19620	0	0	0	0	0	0
Gm42564	0	0	0	0	0	0
Gm42537	0	0	0	0	0	0
4930519H02Rik	0	0	0	0	0	0
Gm43778	0	0	0	0	0	0
Gm8190	1	0	0	1	0	0
Gm7774	0	0	0	0	0	0
Gm43470	0	0	0	0	0	0
Gm4644	0	0	0	0	0	0
Gm42796	0	0	0	0	0	0
Gm18971	0	0	0	0	0	0
Gm6755	0	0	0	0	0	0
Gm43584	0	0	0	0	0	0
Mir142	0	0	0	0	0	0
Gm43446	0	0	0	0	0	0
Gm42502	2	7	5	5	5	4
Gm43581	1	1	2	2	0	1
Mir378a	1	0	1	2	0	0
Gm43362	2	1	2	2	2	2
C230031I18Rik	0	0	0	0	0	0
4933428P19Rik	0	0	0	1	0	0
Gm43738	0	0	0	0	0	0
Gm4870	2	0	2	0	0	0
Gm42927	0	0	0	0	0	0
Gm43525	0	0	0	0	0	0
Gm43334	0	0	0	0	0	0
Mir3544	0	0	0	0	0	0
Gm43557	0	0	0	0	0	0
Gm43037	0	0	0	0	0	0
Traj47	0	0	0	0	0	0
Gm42873	0	0	0	1	1	2
Gm38413	0	0	0	0	0	0
Gm43821	0	0	0	0	0	0
Mir497	0	0	0	0	0	0
Gm9332	0	0	0	0	0	0
Gm42205	0	0	0	0	0	0
Gm43433	0	0	0	0	0	0
Gm3364	0	0	0	0	0	0
Gm19147	0	0	0	0	0	0
A930028O11Rik	0	0	0	0	0	0
Gm36667	0	0	0	0	0	0
Gm43340	0	0	0	0	1	0
Gm43149	1	4	1	0	1	0
Gm42433	0	0	0	0	0	0
Iglj3	0	0	0	0	0	0
Gm20568	2	2	6	5	4	6
4930459L07Rik	0	0	0	0	0	0
Hcfc1r1-ps1	0	0	0	0	0	0
Gm42580	0	0	0	0	0	0
Gm43091	0	0	0	0	0	0
Gm19418	0	0	0	0	0	0
Gm43542	0	0	0	0	0	0
Gm9236	0	0	0	0	0	0
Gm43444	0	1	1	0	2	1
Gm5281	0	0	0	0	0	0
Gm31305	0	0	0	0	0	0
Gm21043	0	0	0	0	0	0
Gm42519	0	0	0	0	0	0
Gm5310	0	0	0	0	0	0
Gm29736	0	0	0	0	0	0
4930526M16Rik	0	0	0	0	0	0
Gm42753	0	0	0	0	0	0
Gm42522	0	0	0	0	0	0
Gm42951	0	0	0	0	0	0
Gm42413	0	0	0	0	0	0
Gm43144	0	0	0	0	0	0
Gm40038	0	0	0	1	0	1
Gm42874	0	0	0	0	0	0
Gm40040	0	0	0	0	0	0
Gm43333	0	0	0	0	0	0
Gm19175	0	0	0	0	0	0
Gm42427	1	7	8	4	6	1
Gm42716	0	0	0	0	0	0
Sox2ot	0	0	0	0	0	0
Gm18546	0	0	0	0	0	0
Gm42542	0	0	0	0	0	0
Gm42999	0	0	0	0	0	0
Gm42863	0	0	0	0	0	0
Gm42875	0	0	0	0	0	0
Gm43071	8	5	7	7	2	4
Gm43015	0	0	0	0	0	0
1700048F04Rik	0	0	0	0	0	0
Gm43214	0	0	0	1	0	0
Gm9504	0	0	0	0	0	0
Gm42630	0	0	0	0	0	0
Gm6260	0	0	0	0	0	0
Pgk1-ps3	0	0	0	0	0	0
Gm17835	1	0	2	0	0	0
Gm42981	0	0	0	0	0	0
Gm33370	0	0	0	0	0	0
Gm42693	0	0	0	0	0	0
Gm43238	0	0	0	0	0	0
Gm43140	1	0	0	0	0	0
Gm43577	0	1	0	0	0	0
Gm43483	0	0	0	0	0	0
Gm43528	0	0	0	0	0	0
Gm18901	0	0	0	0	0	0
Gm42843	1	1	0	0	1	1
Gm43304	0	0	0	0	0	0
Gm42834	0	0	0	0	0	0
Gm19708	0	0	0	0	0	0
1700052H01Rik	0	0	0	0	0	0
Cldn25	0	0	0	0	0	0
Gm33847	0	0	0	0	0	0
Gm30613	0	0	0	0	0	0
Igkv13-54-1	0	0	0	0	0	0
Gm19817	0	0	0	0	0	0
Gm18555	0	0	0	0	0	0
Gm43696	2	4	2	2	0	3
Gm8872	0	0	0	0	0	0
Gm43171	0	0	0	0	0	0
Gm43839	0	0	0	0	0	0
4930572K03Rik	0	0	0	0	0	0
Gm21461	0	0	0	0	0	0
Gm42451	0	0	0	0	0	0
Gm44574	0	0	0	0	0	0
Gm43583	0	0	0	0	0	0
Ranbp2-ps11	0	0	0	0	0	0
Gm18635	0	0	0	0	0	0
Gm42953	0	0	0	0	0	0
Gbp2-ps	0	0	0	0	0	0
Igkv15-101	0	0	0	0	0	0
Gm43016	0	0	0	0	0	0
Gm43751	0	0	0	0	0	0
Igkv13-62-1	0	0	0	0	0	0
Gm42705	0	0	0	0	0	0
Gm30946	0	0	0	0	0	0
6030400A10Rik	0	2	0	0	0	0
Gm9409	0	0	0	0	0	0
Gm43180	0	1	0	0	0	0
Mir7215	0	0	0	0	0	0
Gm29865	0	0	0	0	0	0
Gm43316	0	0	0	0	0	0
Mir684-2	1	2	2	0	0	0
Gm42680	0	0	0	0	0	0
Gm42423	0	0	0	0	0	0
AU022133	0	0	0	0	0	0
1700094M23Rik	0	0	0	0	0	0
Gm43802	0	0	0	0	0	0
Gm42457	0	0	0	0	0	0
Gm42878	0	0	0	0	0	1
Gm43817	2	1	0	3	1	1
Gm43244	0	0	0	0	0	0
Gm43512	0	0	0	0	0	0
Gm43556	0	0	0	0	0	0
BC030343	7	5	9	5	0	4
Gm18894	0	0	1	0	0	0
Gm43503	0	0	0	0	0	0
Gm35212	0	0	0	0	0	0
Gm43604	1	2	4	7	2	1
4930537H20Rik	0	1	1	4	0	0
Gm43157	0	0	0	0	0	0
C030018K13Rik	0	1	0	0	0	0
Gm42428	7	9	8	5	9	12
Gm40117	2	2	5	2	6	1
Gm42603	3	3	8	2	4	6
Gm42647	0	0	0	0	0	0
Gm43099	0	0	0	0	0	0
Rpl21-ps10	8	6	5	11	11	6
Gm7824	0	0	0	0	0	0
Gm43474	0	0	0	0	0	0
Igkv11-114	0	0	0	0	0	0
Gm8924	0	0	0	0	0	0
Gm43719	0	2	0	0	0	0
Gm43759	1	0	2	15	3	3
Igkv13-57-1	0	0	0	0	0	0
Gm42718	0	0	0	0	0	0
Mir327	0	0	0	0	0	0
Gm42429	0	0	0	0	0	0
Gm42551	0	0	0	0	0	0
Gm20239	0	0	0	0	0	0
Gm36535	1	1	4	0	0	0
Gm43148	0	0	0	0	0	0
Gm42515	0	0	0	0	1	0
Mir1191b	0	1	0	0	0	0
Trav12-4	0	0	0	0	0	0
Mir7234	0	0	0	0	0	0
Gm43339	0	2	3	0	2	0
Gm43396	0	0	0	0	0	0
9230114J08Rik	0	0	0	0	0	0
Gm43104	0	0	0	0	0	0
Gm29681	0	0	0	0	0	0
Rpl36a-ps2	28	15	34	34	25	36
