	R7	R8	R9	R1	R2	R3
1700028M03Rik	0	0	0	0	0	0
Gm28229	23	21	23	17	31	19
Gm28480	0	0	0	0	0	0
Dnah7c	1	4	1	3	1	1
Gm28139	0	0	0	0	0	0
Gm29180	0	0	0	0	0	0
Gm29607	0	0	0	0	0	0
Gm29076	0	0	0	0	0	0
Gm28078	0	0	0	0	0	0
Gm29469	0	0	0	0	0	0
Gm29183	0	0	0	0	0	0
Gm28195	0	0	0	0	0	0
Gm29505	0	0	0	0	0	0
Gm28219	0	0	0	0	0	0
Gm7135	0	0	1	0	2	0
Gm28162	0	0	0	0	0	0
Gm28962	0	0	0	0	0	0
Gm28573	0	0	0	0	0	0
Gm28665	0	0	0	0	0	0
Gm29203	0	0	0	0	0	0
Gm28973	0	0	0	0	0	0
H3c10	3	6	17	4	16	14
Gm28876	0	0	0	0	0	0
Gm2495	0	0	0	0	0	0
Gm29661	0	0	0	0	0	0
Gm28211	0	0	0	0	0	0
4933417O13Rik	0	0	0	0	0	0
Gm7358	0	0	0	0	2	0
Mrgprb9-ps	3	4	4	0	3	1
Gm29490	0	0	0	0	0	0
Gm29300	0	0	0	0	0	0
Gm19325	6	4	5	4	2	5
Gm28147	0	0	0	0	0	0
Gm29484	0	0	0	0	0	0
Gm28290	0	0	0	0	0	0
Gm28080	0	0	0	0	0	0
Gm29139	0	0	0	0	0	0
Gm9114	0	0	0	0	0	0
Gm19028	0	0	1	0	0	0
Gm28844	0	0	0	0	0	0
Gm28383	0	0	0	0	0	0
Gm18291	0	0	0	0	0	0
Gm28336	0	0	0	0	0	0
Gm28086	0	0	0	0	0	0
Gm28092	0	0	0	0	0	0
Gm28769	0	0	0	0	0	0
Btbd35f16	0	0	0	0	0	0
Gm28213	0	0	0	0	0	0
Gm28843	0	0	0	0	0	0
Gm5261	0	0	0	0	0	0
Gm29346	0	0	0	0	0	1
Pced1c-ps	0	0	0	0	0	0
Gm28444	0	0	0	0	0	0
Ms4a4a	0	0	1	0	0	0
Gm29420	0	0	0	0	0	0
Olfr1217	0	0	0	0	0	0
Gm29447	0	0	0	0	0	0
Gm28183	0	0	0	0	0	0
Gm8241	0	0	0	0	0	0
Gm28510	0	0	0	0	0	0
Mug-ps1	0	0	0	0	0	0
Gm2617	0	0	0	0	0	0
Gm28961	0	0	0	0	0	0
Gm29596	0	1	1	1	0	3
Scgb1b18	0	0	0	0	0	0
Gm28673	0	0	0	0	0	0
Gm20882	0	0	0	0	0	0
1700009C05Rik	0	0	0	0	0	0
Gm28758	0	0	0	0	0	0
Gm29200	1	3	1	1	2	0
Gm29532	0	0	0	0	0	0
Gm21155	0	0	0	0	0	0
1700122D07Rik	0	0	0	0	0	0
Gm28581	0	0	0	0	0	0
Gm28111	0	0	0	0	0	0
Gm28131	0	0	0	0	0	0
Gm29485	0	0	0	0	0	0
Gm29101	1	1	0	0	1	1
Gm28168	0	0	0	0	0	0
Gm29318	0	0	0	0	0	0
Gm21647	0	0	0	0	0	0
Gm28983	0	0	0	0	0	0
Gm29600	0	0	0	0	0	0
Gm21902	0	0	0	0	0	0
Gm28433	0	0	0	0	0	0
Gm29301	0	0	0	0	0	0
Gm28298	0	0	0	0	0	0
Gm28073	0	0	0	0	0	0
Gm29255	0	0	0	0	0	0
Gm20978	0	0	0	0	0	0
Gm6003	0	0	0	0	0	0
Gm29272	0	0	0	0	0	0
BC055402	0	0	0	0	0	0
Gm7901	434	408	399	391	353	353
Gm29441	0	0	0	0	0	0
Gm29211	0	0	0	0	0	0
Gm28772	0	0	0	0	0	0
Gm5157	0	0	0	0	0	0
Gm29454	0	1	0	0	0	0
Gm19412	0	0	0	0	0	0
Gm336	0	0	0	0	0	0
Gm29425	0	0	0	0	0	0
Gm29363	0	0	0	0	0	0
Gm28795	0	0	0	0	0	0
Rhoay-ps1	0	0	0	0	0	0
Gm29179	0	0	0	0	0	0
Gm28932	0	0	0	0	0	0
Gm21749	0	0	0	0	0	0
Gm28826	0	0	0	0	0	0
Gm28494	0	0	0	0	0	0
Gm17791	0	0	0	0	0	0
Gm28941	1	2	2	8	1	3
Gm29430	18	16	25	15	7	10
Gm28530	7	14	6	12	5	5
Gm28189	0	0	0	0	0	0
Gm1988	0	0	0	0	0	0
Gm21805	0	0	0	0	0	0
Gm29043	0	0	0	0	0	0
Gm18701	0	0	0	0	0	0
Gm19193	0	0	0	0	0	0
Gm3052	0	0	0	0	0	0
Gm28750	0	0	0	0	0	0
Gm7436	0	0	0	0	0	1
Gm29190	0	0	0	0	0	0
Gm29548	0	0	0	0	0	0
Gm28662	0	0	0	0	0	0
Gm7761	0	0	0	0	0	0
Gm29556	0	0	0	0	0	0
Gm21129	0	0	0	0	0	0
Gm29276	0	0	0	0	0	0
Gm28517	0	0	0	0	0	0
Gm20893	0	0	0	0	0	0
Gm29656	0	0	0	0	0	0
Gm21316	0	0	0	0	0	0
Gm29570	0	0	0	0	0	0
Gm18448	0	0	0	0	0	0
Gm20859	0	0	0	0	0	0
Gm28997	0	0	0	0	0	0
Olfr1220	0	0	0	0	0	0
1700123O21Rik	0	0	0	0	0	0
Gm28883	0	1	0	0	3	0
1700016L21Rik	0	0	0	0	0	0
Gm28798	0	0	0	0	0	0
Gm4405	0	0	0	0	0	0
Scgb2b33	0	0	0	0	0	0
Gm28090	0	0	0	0	0	0
Gm20927	0	0	0	0	0	0
Gm28632	0	0	0	0	0	0
Gm29089	0	0	0	0	0	0
2810405F17Rik	2	4	1	5	1	4
Gm21792	0	0	0	0	0	0
Gm28912	0	0	0	0	0	0
Gm8885	6	4	3	5	3	3
Gm29391	0	0	0	0	0	0
Gm2950	0	0	0	0	0	0
Vmn2r-ps139	0	0	0	0	0	0
Btbd35f12	0	0	0	0	0	0
Rps27a-ps1	0	0	0	0	0	0
Rpl7a-ps10	5	2	6	3	6	3
Gm28364	0	0	0	0	0	0
Gm28257	0	0	0	0	0	0
1700109G14Rik	0	0	0	0	0	0
Gm28385	0	0	0	0	0	0
Gm29457	0	0	0	0	0	0
Gm28832	0	0	0	0	0	0
Gm29641	0	0	0	0	0	0
Gm21573	0	0	0	0	0	0
Gm5681	0	0	0	0	0	0
Gm28135	0	0	0	0	0	0
Gm28853	0	0	0	0	0	0
Gm5524	0	0	0	0	0	0
Gm21899	0	0	0	0	0	0
Gm29074	0	0	0	0	0	0
4732465J04Rik	0	0	0	0	1	2
Gm20868	0	0	0	0	0	0
Ska2l-ps	0	0	0	0	0	0
Scgb1b12	0	0	0	0	0	0
Gm28393	0	0	0	0	0	0
Gm7837	0	0	0	0	0	0
Csnk2a1-ps3	42	47	43	45	29	28
Gm28593	0	0	0	0	0	0
Gm28622	0	0	0	0	0	0
Gm21908	0	0	0	0	0	0
Gm29110	0	0	0	0	0	0
Gm29636	0	0	0	0	0	0
Gm29259	0	0	0	0	0	0
Gm29672	0	0	0	0	0	0
Zbed4-ps1	0	0	0	0	0	0
Gm29393	0	0	0	0	0	0
Gm29306	0	0	0	0	0	0
Gm29383	0	0	0	0	1	0
Gm28834	0	0	0	0	0	0
Gm29571	0	0	0	0	0	0
Gm29029	0	0	0	0	0	0
Gm28252	0	0	0	0	0	0
Gm28465	0	0	0	0	1	0
Gm28554	0	0	0	0	0	0
Gm29303	0	0	0	0	0	0
Gm18352	0	0	0	0	0	0
Gm29422	0	0	0	0	0	0
Gm4373	0	0	0	0	0	0
Gm28747	0	0	0	0	0	0
Gm29252	0	0	0	0	0	0
Gm9220	0	0	0	0	0	0
Gm29630	14	16	10	10	17	21
Gm29385	0	0	0	0	0	0
Gm8870	0	0	0	0	0	0
Gm29118	0	0	0	0	0	0
1700049E22Rik	0	0	0	0	0	0
Scgb2b1	0	0	0	0	0	0
Gm28731	2	1	0	1	0	0
Gm28314	0	0	0	0	0	0
Gm28647	0	0	0	0	0	0
Gm28258	0	0	0	0	0	0
Gm28127	0	0	0	0	0	0
Gm29144	0	0	0	0	0	0
Gm7364	0	0	0	0	0	0
Gm5703	0	0	0	0	0	0
1700003L19Rik	0	0	0	0	0	0
Gm28276	0	0	0	0	0	0
Txn-ps1	0	0	1	0	1	0
1700040F17Rik	0	0	0	0	0	0
Gm28254	0	0	0	0	0	0
Gm28233	0	0	0	0	0	0
Gm6187	1	2	0	2	3	1
Gm28361	0	0	0	0	0	0
1700112H15Rik	0	0	0	0	0	0
Gm20898	0	0	0	0	0	0
Gm20915	0	0	0	0	0	0
Vmn1r206	0	0	0	0	0	0
Gm21181	0	0	0	0	0	0
Gm28201	0	0	0	0	0	0
C430002N11Rik	0	5	1	3	1	4
Gm28828	0	0	0	0	0	0
Gm20753	0	1	0	0	0	0
4930519F24Rik	0	0	0	0	0	0
1600010M07Rik	0	1	0	0	0	0
Gm29017	0	2	0	3	0	0
Gm29036	1	2	1	0	0	0
Gm28265	0	0	0	0	0	0
Rbm6-ps1	2	2	2	3	0	3
Gm29104	0	0	0	0	0	0
Gm28689	0	0	0	0	0	0
Gm20842	0	0	0	0	0	0
Gm21779	0	0	0	0	0	0
Gm29395	0	0	2	0	0	0
Gm28182	0	0	0	0	0	0
Gm5621	22	23	39	35	20	31
Gm29449	0	0	0	0	0	0
Gm20342	0	5	0	8	7	6
4930599A14Rik	0	0	0	0	0	0
Gm28210	0	0	0	0	0	0
Gm28700	0	0	0	0	0	0
Gm28730	0	0	0	0	0	0
Ace3	0	0	0	0	0	0
Gm29051	0	0	0	0	0	0
Gm28939	0	0	0	0	0	0
Gm28652	0	0	0	0	0	0
Kcnq1ot1	15	37	17	19	16	28
Gm7560	2	1	1	1	0	0
Gm29357	0	0	0	0	0	0
Gm7933	0	0	0	0	0	0
Gm28516	0	0	0	0	0	0
Gm29547	0	0	0	0	0	0
Gm8495	0	0	0	1	0	0
Gm29047	0	0	0	0	0	0
Gm6947	1	0	0	0	0	0
Gm18443	0	0	0	0	0	0
Gm28436	0	0	0	0	0	0
Gm28905	0	0	0	0	0	0
Mrgpra18-ps	0	0	0	0	0	0
Gm21245	0	0	0	0	0	0
Gm28882	0	0	0	0	0	0
Gm29371	0	0	0	1	0	0
Gm29386	0	0	0	0	0	0
Gm28432	0	0	0	0	0	0
Gm28177	0	0	0	0	0	0
Gm29588	0	0	0	0	0	0
Gm29261	0	0	0	0	0	0
Gm20884	0	0	0	0	0	0
Gm28264	0	0	0	0	0	0
Gm29839	0	0	0	0	0	0
1700066B17Rik	0	0	0	0	0	1
4930579H20Rik	0	0	0	0	0	0
Gm28896	0	0	0	0	0	0
Scgb1b11	0	0	0	0	0	0
Gm8597	1	1	0	1	0	2
Gm28376	0	0	0	0	0	0
Gm29560	0	0	0	0	0	3
Gm29315	0	0	0	0	0	0
Gm28307	0	0	0	0	0	0
Gm28343	0	0	0	0	0	0
Gm28635	0	0	0	0	0	0
Gm28106	0	0	0	0	0	0
Gm29534	0	0	0	0	0	0
Gm29388	0	0	0	0	0	0
Gm29444	0	0	0	0	0	0
Gm6820	0	0	0	0	0	0
Gm28402	0	0	0	0	0	0
Gm6060	0	0	0	0	0	0
Gm20792	0	0	0	0	0	0
Gm29653	0	0	0	0	0	0
2310040G24Rik	0	1	0	0	0	0
Gm8004	0	0	0	0	0	0
Gm20864	0	0	0	0	0	0
Scgb1b28-ps	0	0	0	0	0	0
Gm29009	0	0	0	0	0	0
Gm18666	1	1	0	2	0	0
Gm28392	0	0	0	0	0	0
Gm28499	1	2	1	0	0	0
Mrgpra14	0	0	0	0	0	0
Gm21920	0	0	0	0	0	0
Rhoay-ps3	0	0	0	0	0	0
Gm29289	0	0	0	0	0	0
Gm29549	0	0	0	0	0	0
Gm28937	0	0	0	0	0	0
Gm21470	0	0	0	0	0	0
Gm28221	0	0	0	0	0	0
Gm28149	0	0	0	0	0	0
Gm28070	0	0	0	0	0	0
4930444A19Rik	0	0	0	0	1	0
Gm28461	0	0	0	0	0	0
Gm21832	0	0	0	0	0	0
Gm29609	0	3	2	7	0	2
Gm20936	0	0	0	0	0	0
Gm29015	0	0	0	0	0	0
Gm28522	0	0	0	0	0	0
Gm29228	0	0	1	1	1	1
1700028D13Rik	0	0	0	0	0	0
Gm28946	0	0	0	0	0	0
Gm17837	0	0	0	0	0	0
Gm29633	0	0	0	0	0	0
Gm4854	0	0	0	0	0	0
Gm20841	0	0	0	0	0	0
Gm28599	0	0	0	0	0	0
Gm28390	0	0	0	0	0	0
Gm29280	0	0	0	0	0	0
Gm28244	0	0	0	0	0	0
Gm19461	0	0	0	1	0	0
Gm29392	0	0	0	0	0	0
1700094J05Rik	0	0	0	1	0	0
Gm29562	5	3	4	3	6	8
Gm28508	0	0	0	0	0	0
Gm29359	0	0	0	0	0	0
4930521E06Rik	0	0	0	0	0	0
1700072G22Rik	0	0	0	1	0	1
Gm1982	0	0	0	0	0	0
Gm21878	0	0	0	0	0	0
Gm28380	0	0	0	0	0	0
Gm28431	0	0	0	0	0	0
Gm28916	0	0	0	0	0	0
Gm28453	0	0	0	0	0	0
Gm28337	0	0	0	0	0	0
Gm20922	0	0	0	0	0	0
Gm28306	0	0	0	0	0	2
Gm28648	0	0	0	0	0	0
Gm28668	0	0	0	0	0	0
Gm28415	0	0	0	0	0	0
Gm21855	0	0	0	0	0	0
Gm45784	0	0	0	0	0	0
Gm20862	0	0	0	0	0	0
Gm28216	0	0	0	0	0	0
Gm29005	0	0	0	0	0	0
Gm8354	0	0	0	0	0	0
Gm29125	0	0	0	0	0	0
Gm28355	0	0	0	0	0	0
Gm29453	0	0	0	0	0	0
Gm29423	0	0	0	0	0	0
Gm7858	0	0	0	0	0	0
Gm29495	0	0	0	0	0	0
Gm28765	0	0	0	0	0	0
Gm17796	0	1	0	0	2	0
Gm28580	0	0	0	0	0	0
3830432H09Rik	0	2	0	1	1	0
Gm28328	0	0	0	0	0	0
Gm29189	0	0	0	0	0	0
4933400C23Rik	0	0	0	0	0	0
Gm18505	0	0	0	0	0	0
Gm29335	0	0	0	0	0	0
Gm28849	0	0	0	0	0	0
Gm5733	0	0	0	0	0	0
Gm29360	0	0	0	0	0	0
Gm28055	0	0	0	0	0	0
Gm21380	0	0	0	0	0	0
Gm28249	0	0	0	0	0	0
Gm28325	0	0	0	0	0	0
Gm28764	0	0	0	0	0	0
2310043L19Rik	0	0	0	0	0	0
Gm21683	0	0	0	0	0	0
Gm21823	0	0	0	0	0	0
Olfr1392	0	0	0	0	0	0
Gm2427	1	3	2	0	0	3
Gm20887	0	0	0	0	0	0
Gm28799	0	0	0	0	0	0
Gm2987	0	0	0	0	0	0
Gm29507	0	0	0	0	0	0
Gm29402	0	0	0	0	0	0
Gm28273	0	0	0	0	0	0
Gm28137	0	0	0	0	0	0
Gm5734	0	0	0	0	0	0
Gm8384	0	0	0	0	0	0
Gm28297	0	0	0	0	0	0
1700047L14Rik	0	0	0	0	0	0
Gm29068	0	0	0	0	0	0
4930556G22Rik	0	0	0	0	0	0
Gm21673	0	0	0	0	0	0
Gm20908	0	0	0	0	0	0
Gm28694	0	0	0	0	0	0
Gm29356	0	0	0	0	0	0
Gm28718	0	0	0	0	0	0
Gm28176	0	0	0	0	0	0
Gm28829	0	0	0	0	0	0
2210420H20Rik	0	0	0	0	0	0
Gm29616	0	0	0	0	0	0
Gm28088	0	0	0	0	0	0
Gm28268	0	0	0	0	0	0
Gm9127	0	0	0	0	0	0
Gm29488	1	1	1	1	0	0
Gm28170	0	0	0	0	0	0
Gm7255	0	0	0	0	0	0
Gm28333	0	0	0	0	0	0
Gm28964	0	0	0	0	0	0
Gm28698	0	0	0	0	0	0
Gm7553	1	2	1	0	0	2
Gm28702	0	0	0	0	0	0
Gm28840	0	0	0	0	0	0
Gm20853	0	0	0	0	0	0
Gm20813	0	0	0	0	0	0
Gm28956	0	0	0	0	0	0
Gm29059	0	0	0	0	0	0
2210011K15Rik	4	2	2	1	6	1
Gm28447	0	0	0	0	0	0
Gm28500	0	0	0	0	0	0
Gm29217	0	0	0	0	0	0
Gm5835	62	66	62	49	48	57
Gm29277	0	0	0	0	0	0
Gm29266	0	0	0	0	0	0
Gm28995	0	0	0	0	0	0
9330175M20Rik	0	1	0	1	0	1
Rnf170-ps	0	0	0	0	0	1
1700020G17Rik	0	0	0	0	0	0
Gm29445	0	0	0	0	0	0
Gm28419	0	0	0	0	0	0
Gm28813	0	0	0	0	0	0
Gm28768	0	0	0	0	0	0
Gm28261	0	0	0	0	0	0
Gm9120	0	0	0	0	0	0
Gm29654	0	0	0	0	0	0
Gm28852	0	0	0	0	0	0
1700066C05Rik	0	0	0	0	0	0
Gm28312	0	0	0	0	0	0
D530049I02Rik	0	0	0	0	0	0
Gm28503	0	0	0	0	0	0
Gm17807	0	0	0	0	0	0
Gm29028	0	0	0	0	0	0
Gm29659	0	0	0	0	0	0
Gm28288	0	0	0	0	0	0
Gm28269	0	0	0	0	0	0
H2al1b	0	0	0	0	0	0
Gm29023	0	0	0	0	0	0
Gm21308	0	0	0	0	0	0
Gm29396	0	0	0	0	0	0
Gm29438	13	14	8	36	11	17
Gm28256	0	0	0	0	0	0
Gm21806	0	0	0	0	0	0
Gm8581	0	0	0	0	0	0
Gm28686	0	0	0	0	0	0
Gm21752	0	0	0	0	0	0
Gm20907	0	0	0	0	0	0
Gm29412	0	0	0	0	0	0
Gm28982	1	0	0	1	1	0
Gm20791	0	0	0	0	0	0
Gm5829	0	1	0	0	0	0
Gm21734	0	0	0	0	0	0
Gm28968	0	0	0	0	0	0
Gm20810	0	0	0	0	0	0
Gm18800	1	0	0	0	0	0
Gm28247	0	0	0	0	0	0
Gm28294	0	0	0	0	0	0
Gm11993	3	8	4	1	2	3
Gm28391	0	0	0	0	0	0
Gm28746	0	0	0	0	0	0
Gm20844	0	0	0	0	0	0
Gm28198	0	0	2	0	1	2
Gm19927	0	0	0	0	0	0
Gm20749	0	0	0	0	0	0
4933417E11Rik	0	0	0	1	0	0
Gm28386	0	1	0	0	0	1
Gm29437	0	0	0	0	0	0
Gm28474	0	0	0	0	0	0
Gm20886	0	0	0	0	0	0
Gm28627	0	0	0	0	0	0
1700026F02Rik	0	0	0	0	0	0
1700010N08Rik	0	0	0	0	0	0
1700096K18Rik	3	6	5	20	7	6
Gm21757	0	0	0	0	0	0
Gm28144	0	0	0	0	0	0
Gm29233	0	0	0	0	0	0
Mindy4b-ps	0	0	0	0	0	0
Gm29450	0	0	0	0	0	0
Gm8918	0	0	1	0	0	1
Gm29400	0	0	0	0	0	0
Gm21634	0	0	0	0	0	0
Gm9775	0	0	0	0	0	0
Gm28109	0	0	0	0	0	0
C78334	0	0	0	0	0	0
Gm28680	0	0	0	0	0	0
Gm29500	0	0	0	0	0	0
Gm21745	0	0	0	0	0	0
Gm28389	0	0	0	0	0	0
Gm29237	6	10	5	13	3	6
Gm28546	0	0	0	0	0	0
Olfr1391	0	0	0	0	0	0
Gm6028	1	0	0	0	0	0
Gm8176	0	0	0	0	0	0
Gm8203	0	0	0	0	0	0
Gm28820	0	0	0	0	0	0
Gm29282	0	0	0	0	0	0
Gm21076	0	0	0	0	0	0
Gm29545	0	0	0	0	0	0
Gm21840	0	0	0	0	0	0
Gm28658	0	0	0	0	0	0
Gm28235	0	0	0	0	0	0
Gm28324	0	0	0	0	0	0
Gm21654	0	0	0	0	0	0
1700025H01Rik	0	0	0	0	0	0
Gm53054	0	0	0	0	0	0
Gm29132	0	0	0	0	0	0
9130401M01Rik	310	298	322	317	297	338
Gm28839	0	0	0	0	0	0
1700016P04Rik	0	0	0	0	0	0
Gm28981	0	0	0	0	0	0
Gm6244	0	0	0	0	1	0
Gm29137	0	0	0	0	0	0
Gm28122	0	0	0	0	0	0
Gm29175	0	0	0	0	0	0
Mrgprb12-ps	0	0	0	0	0	0
Gm9230	0	0	0	0	0	0
Gm29115	0	0	0	0	0	0
Gm29291	0	0	0	0	0	0
Gm29427	0	0	0	0	0	0
4930439D14Rik	0	0	0	0	0	1
Mrgprc2-ps	0	0	0	0	0	0
Gm29472	0	0	0	0	0	0
Gm21642	0	0	0	0	0	0
Gm28724	0	0	0	0	0	0
Gm28691	0	0	0	0	0	0
Gm28381	0	0	0	0	0	0
1700052I22Rik	0	0	0	0	0	0
Gm28999	0	0	0	0	0	0
Gm21790	0	0	0	0	0	0
Gm28102	0	0	0	0	0	0
Gm18501	0	0	0	0	0	0
Gm29312	0	0	0	0	0	0
Olfr1225	0	0	0	0	0	0
Gm29664	0	0	0	0	0	0
Gm28454	0	0	0	0	0	0
Gm28825	0	0	0	0	0	0
Gm29345	0	0	0	0	0	0
Gm29041	0	0	0	0	0	0
Gm28156	0	1	0	0	0	0
Gm28992	0	0	0	0	0	0
Gm20824	0	0	0	0	0	0
Gm28245	0	0	0	0	0	0
Gm5441	0	0	0	0	0	0
Gm28108	0	0	0	0	0	0
Gm10074	1	4	5	2	3	4
Gm20835	0	0	0	0	0	0
Gm18304	0	0	0	0	0	0
Gm17748	0	0	0	1	0	0
Gm28164	0	0	0	0	1	0
Gm5268	0	0	0	0	0	0
Gm29605	0	0	0	0	0	0
Gm28438	24	49	51	87	52	42
Akp-ps1	0	0	0	0	0	0
Gm28979	0	0	0	0	0	1
Gm19582	0	0	0	0	0	0
Gm28532	0	0	0	0	0	0
Mrgprc4-ps	0	0	0	0	0	0
Btf3-ps17	0	0	0	0	0	0
Gm29167	0	0	0	0	0	0
Gm4557	0	0	0	0	0	0
Gm5370	0	0	0	0	0	0
Gm29267	0	0	0	0	0	0
Gm28721	1	2	0	0	0	1
Gm10550	1	0	0	0	1	0
Gm29241	0	0	0	0	0	0
Gm28128	0	0	0	0	0	0
Tuba5-ps	0	0	0	0	0	0
Gm28574	0	0	0	0	0	0
Gm29576	0	0	0	0	0	0
Gm19085	0	0	0	0	0	0
Ldhal6b	0	0	0	0	0	0
Gm29311	0	0	0	0	0	0
Gm28220	0	0	0	0	0	0
Gm28741	0	0	0	0	0	0
1700001J11Rik	0	0	0	0	0	0
Gm28693	0	0	0	0	0	0
Gm29129	0	0	0	0	0	0
Gm5248	0	0	0	0	0	0
Gm29555	0	0	0	0	0	0
1700027A15Rik	0	0	0	0	0	0
Gm20125	0	0	0	0	0	1
Chaserr	195	207	202	186	150	167
Gm28246	0	0	0	0	0	0
H3c11	3	6	8	3	16	8
Gm29516	0	0	0	0	0	0
Gm28384	0	0	0	0	0	0
Scgb1b34-ps	0	0	0	0	0	0
Gm28846	0	0	0	0	0	0
1700063O14Rik	0	0	0	0	0	0
Gm21922	0	0	0	0	0	0
Gm28157	0	0	0	0	0	0
Gm28990	0	0	0	0	0	0
Gm28976	0	0	0	0	0	0
Gm29436	0	0	0	0	0	0
Gm28929	0	0	0	0	0	0
Gm6198	0	0	0	0	0	0
Gm21268	0	0	0	0	0	0
Gm28484	0	0	0	0	0	0
Gm28346	0	0	0	0	0	0
Gm20856	0	0	0	0	0	0
Gm21724	0	0	0	0	0	0
Gm29249	0	0	0	0	0	0
Gm20987	0	0	0	0	0	0
Gm18875	0	0	0	0	0	0
Gm29480	3	2	1	6	0	0
Gm19206	0	0	0	0	0	0
Gm28722	0	0	0	0	0	0
Gm21530	0	0	0	0	0	0
1700006H21Rik	0	1	0	0	1	1
Gm28755	0	0	0	0	0	0
Scgb2b6	0	0	0	0	0	0
Gm28666	0	0	0	0	0	0
4933402C06Rik	0	0	0	0	0	0
Gm29409	0	0	0	0	0	0
Gm28591	0	0	0	0	0	0
Gm28495	0	0	0	0	0	0
4933400F21Rik	0	1	0	1	0	0
Gm28248	0	0	0	0	0	0
Gm28930	0	0	0	0	0	0
E330023G01Rik	0	0	0	0	0	0
2900009J06Rik	0	1	1	2	1	0
Gm21476	0	0	0	0	0	0
Gm29606	0	0	0	0	0	0
Gm6124	0	0	0	0	0	0
Iqank1	15	12	10	15	11	13
Gm21873	0	0	0	0	0	0
Gm28620	0	0	0	0	0	0
Gm28735	0	0	0	0	0	0
Gm8708	0	0	0	0	0	0
Gm29575	0	0	0	0	0	0
Gm28571	0	0	0	0	0	0
Gm28914	1	1	0	0	0	0
Gm3142	0	0	0	0	0	0
Gm29530	0	0	0	0	0	0
Gm29106	2	1	0	2	0	1
Gm29426	0	0	0	0	0	0
Gm28705	0	0	0	0	0	0
Gm28263	0	0	0	0	0	0
Gm21733	0	0	0	0	0	0
1700063K16Rik	0	0	0	0	0	0
Bcl2a1a	0	0	0	0	0	0
Gm12345	1	2	1	1	1	1
Gm20788	0	0	0	0	0	0
Rpl23a-ps9	0	0	0	0	0	0
Gm29195	0	0	0	0	0	0
Gm9541	0	0	0	0	0	0
Gm21249	0	0	0	0	0	0
Gm21294	0	0	0	0	0	0
2810404M03Rik	0	0	0	0	0	0
2010010A06Rik	0	0	0	0	0	0
Gm6075	0	0	0	0	0	0
Gm29499	0	0	0	0	0	0
Ly6a2	0	0	0	1	0	0
Gm28387	0	0	0	0	0	0
Gm4064	0	0	0	0	0	0
Gm29373	0	0	0	0	0	0
Gm28913	4	4	3	9	2	6
Gm28354	0	0	0	0	0	0
Gm29594	0	0	0	0	0	0
Gm28470	0	0	0	0	0	0
Gm20257	1	2	1	2	5	6
1700061E17Rik	0	0	0	0	0	0
Gm28823	0	0	0	0	0	0
Gm29246	0	0	0	0	0	0
Gm28706	0	0	0	0	0	0
Gm28625	0	0	0	0	0	0
Gm28302	0	0	0	0	0	0
Gm29230	1	0	0	0	0	0
Mrgprc7-ps	0	0	0	0	0	0
1700012I11Rik	0	0	0	0	0	0
Gm28661	21	20	29	73	21	21
Gm28815	0	0	0	0	0	0
Gm29551	0	0	0	0	0	0
Gm6818	0	0	0	0	0	0
Gm29020	0	0	0	0	0	0
Gm5368	0	0	0	0	0	0
Gm20561	0	0	0	0	0	0
Gm29001	0	0	0	0	0	0
Gm21879	0	0	0	0	0	0
Gm5092	0	1	2	3	0	2
Gm28886	0	0	0	0	0	0
Gm28675	0	0	0	0	0	0
Gm5259	0	0	0	0	0	0
Gm29638	0	0	0	0	0	0
4930435C17Rik	0	3	0	1	0	0
Gm28790	0	0	0	0	0	0
Gm21064	0	0	0	0	0	0
Gm8964	0	0	0	0	0	0
Olfr1034	0	0	0	0	0	0
Gm21892	0	0	0	0	0	0
Gm17813	0	1	0	0	0	0
C730036E19Rik	1	0	1	0	1	1
1700101O22Rik	0	0	0	0	0	0
A930006L05Rik	0	0	0	0	1	0
2310016D03Rik	0	0	0	0	0	0
1700011B04Rik	0	0	0	0	0	0
Gm18351	0	0	0	0	0	0
Zbtb11os1	8	5	4	18	16	9
Gm29159	0	0	0	0	0	0
Gm21851	0	0	0	0	0	0
Gm28858	0	0	0	0	0	0
Gm17946	0	0	0	0	0	0
2310043O21Rik	0	0	0	1	0	1
Gm29062	0	0	0	0	0	0
Gm29037	0	0	0	0	0	0
Gm29563	0	0	0	0	0	0
Gm28440	0	0	0	0	0	0
Gm29566	0	0	0	0	0	0
1810041H14Rik	0	1	0	1	0	0
Gm28061	0	0	0	0	0	0
BC048559	2	0	0	0	0	0
Gm28766	0	0	0	0	0	0
Gm28887	0	0	0	0	0	0
Rpsa-ps1	4	8	9	4	3	6
Gm29637	0	0	0	0	0	0
Gm28462	0	0	0	0	0	0
Gm28630	0	0	0	0	0	0
Gm28065	0	0	0	0	0	0
Gm20883	0	0	0	0	0	0
Gm4319	2	1	1	2	0	2
Gm29296	0	0	0	0	0	0
Gm28520	0	0	0	0	0	0
Gm29143	0	0	0	0	0	0
Gm28972	0	0	0	0	0	0
Gm18349	0	0	0	0	0	0
Gm28969	0	0	0	0	0	0
Gm21160	0	0	0	0	0	0
Gm21813	0	0	0	0	0	0
Gm37106	0	0	0	1	0	1
Gm9931	0	0	0	0	0	0
Gm37108	3	0	0	1	0	0
Gm37107	0	0	0	0	0	0
Rpl28-ps2	0	0	0	0	0	0
Gm31942	0	0	0	0	0	0
Gm37109	0	0	0	0	0	0
